Date,Arriving by date,Type,Booking date,Start date,End date,Nights,Listing,Currency,Amount,Paid out,Host service fee,Fast pay fee,Cleaning fee,Pet fee,Gross earnings,Occupancy taxes,Earnings year
09/09/2023,,Resolution Adjustment,,09/08/2023,,,,USD,-50.0,,,,,,-50.0,,2023.0
09/09/2023,,Reservation,08/09/2023,09/08/2023,09/10/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,802.69,,24.83,,120.0,0.0,827.52,125.13,2023.0
09/02/2023,09/02/2023,Payout,,,,,,USD,,616.11,,,,,,,
09/02/2023,,Reservation,08/28/2023,09/01/2023,09/04/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,616.11,,19.05,,135.0,0.0,635.16,96.04,2023.0
09/01/2023,09/01/2023,Payout,,,,,,USD,,266.11,,,,,,,
09/01/2023,,Reservation,08/09/2023,08/22/2023,09/07/2023,16.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,266.11,,8.23,,12.78,0.0,274.34,41.48,2023.0
08/23/2023,08/23/2023,Payout,,,,,,USD,,2231.93,,,,,,,
08/23/2023,,Reservation,08/09/2023,08/22/2023,09/07/2023,16.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,2231.93,,69.03,,107.22,0.0,2300.96,347.92,2023.0
08/22/2023,08/22/2023,Payout,,,,,,USD,,1446.74,,,,,,,
08/22/2023,,Reservation,08/12/2023,08/21/2023,08/31/2023,10.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1446.74,,44.74,,135.0,0.0,1491.48,225.52,2023.0
08/21/2023,08/21/2023,Payout,,,,,,USD,,1645.0,,,,,,,
08/21/2023,,Resolution Payout,,,,,,USD,1645.0,,,,,,1645.0,,2023.0
08/20/2023,08/20/2023,Payout,,,,,,USD,,100.0,,,,,,,
08/20/2023,,Resolution Payout,,,,,,USD,100.0,,,,,,100.0,,2023.0
08/19/2023,08/19/2023,Payout,,,,,,USD,,792.52,,,,,,,
08/19/2023,,Adjustment,05/31/2023,07/25/2023,07/29/2023,4.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,-3063.69,,-94.75,,-267.48,-111.45,,-477.58,2023.0
08/19/2023,,Resolution Adjustment,,07/29/2023,,,,USD,-61.0,,,,,,-61.0,,2023.0
08/19/2023,,Reservation,07/24/2023,07/30/2023,08/02/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,417.76,,12.92,,135.0,0.0,430.68,65.12,2023.0
08/19/2023,,Reservation,07/31/2023,08/04/2023,08/06/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,540.29,,16.71,,120.0,0.0,557.0,84.22,2023.0
08/19/2023,,Reservation,07/30/2023,08/04/2023,08/07/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,698.98,,21.62,,135.0,0.0,720.6,108.96,2023.0
08/19/2023,,Reservation,08/06/2023,08/07/2023,08/08/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,195.55,,6.05,,120.0,0.0,201.6,30.48,2023.0
08/19/2023,,Reservation,08/03/2023,08/08/2023,08/09/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,198.85,,6.15,,120.0,0.0,205.0,31.0,2023.0
08/19/2023,,Reservation,08/02/2023,08/10/2023,08/13/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,813.99,,25.17,,135.0,60.0,839.16,126.89,2023.0
08/19/2023,,Resolution Adjustment,,08/12/2023,,,,USD,-198.85,,,,,,-198.85,,2023.0
08/19/2023,,Reservation,08/03/2023,08/13/2023,08/15/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,284.95,,8.81,,120.0,0.0,293.76,44.42,2023.0
08/19/2023,,Reservation,08/18/2023,08/18/2023,08/20/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,335.62,,10.38,,120.0,0.0,346.0,52.32,2023.0
08/19/2023,,Reservation,08/07/2023,08/18/2023,08/21/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,630.07,,19.49,,135.0,0.0,649.56,98.22,2023.0
07/28/2023,07/28/2023,Payout,,,,,,USD,,606.79,,,,,,,
07/28/2023,,Reservation,07/25/2023,07/27/2023,07/30/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,606.79,,18.77,,135.0,0.0,625.56,94.59,2023.0
07/26/2023,07/26/2023,Payout,,,,,,USD,,4061.72,,,,,,,
07/26/2023,,Resolution Adjustment,,07/25/2023,,,,USD,-376.46,,,,,,-376.46,,2023.0
07/26/2023,,Reservation,05/31/2023,07/25/2023,07/29/2023,4.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,4438.18,,137.26,,387.48,161.45,4575.44,691.84,2023.0
07/25/2023,07/25/2023,Payout,,,,,,USD,,277.5,,,,,,,
07/25/2023,,Reservation,07/21/2023,07/24/2023,07/26/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,277.5,,8.58,,120.0,0.0,286.08,43.26,2023.0
07/24/2023,07/24/2023,Payout,,,,,,USD,,291.0,,,,,,,
07/24/2023,,Reservation,07/23/2023,07/23/2023,07/25/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,291.0,,9.0,,120.0,0.0,300.0,45.36,2023.0
07/23/2023,07/23/2023,Payout,,,,,,USD,,499.12,,,,,,,
07/23/2023,,Reservation,06/28/2023,07/22/2023,07/24/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,499.12,,15.44,,120.0,0.0,514.56,77.8,2023.0
07/22/2023,07/22/2023,Payout,,,,,,USD,,458.81,,,,,,,
07/22/2023,,Reservation,07/19/2023,07/21/2023,07/23/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,458.81,,14.19,,120.0,50.0,473.0,71.52,2023.0
07/21/2023,07/21/2023,Payout,,,,,,USD,,276.45,,,,,,,
07/21/2023,,Reservation,07/20/2023,07/20/2023,07/21/2023,1.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,276.45,,8.55,,120.0,50.0,285.0,43.09,2023.0
07/20/2023,07/20/2023,Payout,,,,,,USD,,135.0,,,,,,,
07/20/2023,,Resolution Payout,,07/19/2023,,,,USD,135.0,,,,,,135.0,,2023.0
07/19/2023,07/19/2023,Payout,,,,,,USD,,378.3,,,,,,,
07/19/2023,,Reservation,07/08/2023,07/18/2023,07/20/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,378.3,,11.7,,120.0,0.0,390.0,58.97,2023.0
07/17/2023,07/17/2023,Payout,,,,,,USD,,892.21,,,,,,,
07/17/2023,,Reservation,07/16/2023,07/16/2023,07/22/2023,6.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,892.21,,27.59,,135.0,60.0,919.8,139.08,2023.0
07/15/2023,07/15/2023,Payout,,,,,,USD,,646.02,,,,,,,
07/15/2023,,Reservation,07/08/2023,07/14/2023,07/16/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,646.02,,19.98,,120.0,50.0,666.0,100.7,2023.0
07/12/2023,07/12/2023,Payout,,,,,,USD,,274.7,,,,,,,
07/12/2023,,Reservation,07/11/2023,07/11/2023,07/13/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,274.7,,8.5,,120.0,0.0,283.2,42.82,2023.0
07/06/2023,07/06/2023,Payout,,,,,,USD,,2699.9,,,,,,,
07/06/2023,,Reservation,01/29/2023,07/05/2023,07/10/2023,5.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1458.3,,45.1,,140.0,0.0,1503.4,227.32,2023.0
07/06/2023,,Reservation,06/09/2023,07/05/2023,07/10/2023,5.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,1241.6,,38.4,,120.0,0.0,1280.0,193.54,2023.0
07/03/2023,07/03/2023,Payout,,,,,,USD,,546.11,,,,,,,
07/03/2023,,Reservation,06/06/2023,07/02/2023,07/05/2023,3.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,546.11,,16.89,,120.0,50.0,563.0,85.13,2023.0
07/02/2023,07/02/2023,Payout,,,,,,USD,,334.65,,,,,,,
07/02/2023,,Reservation,06/19/2023,07/01/2023,07/02/2023,1.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,334.65,,10.35,,120.0,0.0,345.0,52.17,2023.0
07/01/2023,07/01/2023,Payout,,,,,,USD,,1015.59,,,,,,,
07/01/2023,,Reservation,06/19/2023,06/30/2023,07/04/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1015.59,,31.41,,135.0,0.0,1047.0,158.31,2023.0
06/28/2023,06/28/2023,Payout,,,,,,USD,,827.41,,,,,,,
06/28/2023,,Reservation,06/25/2023,06/27/2023,07/01/2023,4.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,827.41,,25.59,,120.0,50.0,853.0,128.98,2023.0
06/20/2023,06/20/2023,Payout,,,,,,USD,,513.67,,,,,,,
06/20/2023,,Reservation,06/18/2023,06/19/2023,06/23/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,513.67,,15.89,,135.0,0.0,529.56,80.07,2023.0
06/15/2023,06/15/2023,Payout,,,,,,USD,,516.47,,,,,,,
06/15/2023,,Reservation,06/13/2023,06/14/2023,06/17/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,516.47,,15.97,,135.0,0.0,532.44,80.51,2023.0
06/14/2023,06/14/2023,Payout,,,,,,USD,,1022.38,,,,,,,
06/14/2023,,Reservation,06/07/2023,06/13/2023,06/18/2023,5.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,1022.38,,31.62,,120.0,50.0,1054.0,159.37,2023.0
06/09/2023,06/09/2023,Payout,,,,,,USD,,1105.92,,,,,,,
06/09/2023,,Reservation,06/02/2023,06/08/2023,06/14/2023,6.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1105.92,,34.2,,135.0,0.0,1140.12,172.39,2023.0
06/08/2023,06/08/2023,Payout,,,,,,USD,,810.92,,,,,,,
06/08/2023,,Reservation,06/06/2023,06/07/2023,06/12/2023,5.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,810.92,,25.08,,120.0,50.0,836.0,126.41,2023.0
06/08/2023,06/08/2023,Payout,,,,,,USD,,30.0,,,,,,,
06/08/2023,,Resolution Payout,,,,,,USD,30.0,,,,,,30.0,,2023.0
06/07/2023,06/07/2023,Payout,,,,,,USD,,195.55,,,,,,,
06/07/2023,,Reservation,06/05/2023,06/06/2023,06/07/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,195.55,,6.05,,120.0,0.0,201.6,30.48,2023.0
06/03/2023,06/03/2023,Payout,,,,,,USD,,1748.69,,,,,,,
06/03/2023,,Resolution Adjustment,,06/02/2023,,,,USD,-120.0,,,,,,-120.0,,2023.0
06/03/2023,,Reservation,05/04/2023,06/02/2023,06/04/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,895.47,,27.69,,120.0,0.0,923.16,139.59,2023.0
06/03/2023,,Reservation,05/20/2023,06/02/2023,06/05/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,973.22,,30.1,,135.0,60.0,1003.32,151.71,2023.0
06/02/2023,06/02/2023,Payout,,,,,,USD,,348.23,,,,,,,
06/02/2023,,Reservation,05/09/2023,06/01/2023,06/02/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,348.23,,10.77,,120.0,0.0,359.0,54.28,2023.0
05/30/2023,05/30/2023,Payout,,,,,,USD,,572.3,,,,,,,
05/30/2023,,Reservation,05/29/2023,05/29/2023,06/02/2023,4.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,572.3,,17.7,,120.0,50.0,590.0,89.21,2023.0
05/28/2023,05/28/2023,Payout,,,,,,USD,,415.62,,,,,,,
05/28/2023,,Resolution Adjustment,,05/26/2023,,,,USD,-90.0,,,,,,-90.0,,2023.0
05/28/2023,,Resolution Adjustment,,05/26/2023,,,,USD,-161.04,,,,,,-161.04,,2023.0
05/28/2023,,Reservation,05/26/2023,05/26/2023,05/27/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,226.28,,7.0,,120.0,0.0,233.28,35.27,2023.0
05/28/2023,,Reservation,05/25/2023,05/27/2023,05/29/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,440.38,,13.62,,120.0,50.0,454.0,68.65,2023.0
05/23/2023,05/23/2023,Payout,,,,,,USD,,908.89,,,,,,,
05/23/2023,,Reservation,05/02/2023,05/22/2023,05/27/2023,5.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,908.89,,28.11,,120.0,0.0,937.0,141.68,2023.0
05/22/2023,05/22/2023,Payout,,,,,,USD,,1104.99,,,,,,,
05/22/2023,,Reservation,03/27/2023,05/21/2023,05/25/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1104.99,,34.17,,135.0,0.0,1139.16,172.25,2023.0
05/21/2023,05/21/2023,Payout,,,,,,USD,,398.67,,,,,,,
05/21/2023,,Reservation,05/01/2023,05/20/2023,05/21/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,398.67,,12.33,,120.0,0.0,411.0,62.15,2023.0
05/18/2023,05/18/2023,Payout,,,,,,USD,,805.1,,,,,,,
05/18/2023,,Reservation,05/14/2023,05/17/2023,05/21/2023,4.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,805.1,,24.9,,0.0,0.0,830.0,125.5,2023.0
05/16/2023,05/16/2023,Payout,,,,,,USD,,872.5,,,,,,,
05/16/2023,,Resolution Adjustment,,05/11/2023,,,,USD,-300.0,,,,,,-300.0,,2023.0
05/16/2023,,Reservation,05/12/2023,05/14/2023,05/15/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,209.52,,6.48,,120.0,0.0,216.0,32.66,2023.0
05/16/2023,,Reservation,05/10/2023,05/15/2023,05/19/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,671.98,,20.78,,135.0,0.0,692.76,104.75,2023.0
05/16/2023,,Reservation,05/13/2023,05/15/2023,05/17/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,291.0,,9.0,,120.0,0.0,300.0,45.36,2023.0
05/10/2023,05/10/2023,Payout,,,,,,USD,,1925.16,,,,,,,
05/10/2023,,Reservation,05/09/2023,05/09/2023,05/11/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,339.89,,10.51,,120.0,0.0,350.4,52.98,2023.0
05/10/2023,,Reservation,04/14/2023,05/09/2023,05/14/2023,5.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,1585.27,,49.03,,120.0,0.0,1634.3,247.12,2023.0
05/08/2023,05/08/2023,Payout,,,,,,USD,,406.47,,,,,,,
05/08/2023,,Reservation,05/06/2023,05/07/2023,05/09/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,406.47,,12.57,,120.0,60.0,419.04,63.36,2023.0
05/06/2023,05/06/2023,Payout,,,,,,USD,,741.62,,,,,,,
05/06/2023,,Reservation,04/05/2023,05/05/2023,05/07/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,741.62,,22.94,,100.0,0.0,764.56,115.61,2023.0
05/05/2023,05/05/2023,Payout,,,,,,USD,,2121.52,,,,,,,
05/05/2023,,Reservation,04/30/2023,05/04/2023,05/05/2023,1.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,245.41,,7.59,,120.0,0.0,253.0,38.26,2023.0
05/05/2023,,Reservation,04/23/2023,05/04/2023,05/05/2023,1.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,86.81,,2.69,,0.0,0.0,89.5,0.0,2023.0
05/05/2023,,Reservation,11/28/2022,05/04/2023,05/07/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1789.3,,55.34,,120.0,60.0,1844.64,278.92,2023.0
05/02/2023,05/02/2023,Payout,,,,,,USD,,556.07,,,,,,,
05/02/2023,,Reservation,04/14/2023,05/01/2023,05/03/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,581.07,,17.97,,120.0,0.0,599.04,90.58,2023.0
05/02/2023,,Resolution Adjustment,,05/02/2023,,,,USD,-25.0,,,,,,-25.0,,2023.0
04/29/2023,04/29/2023,Payout,,,,,,USD,,1087.75,,,,,,,
04/29/2023,,Reservation,04/12/2023,04/28/2023,04/30/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,509.37,,15.75,,120.0,0.0,525.12,79.4,2023.0
04/29/2023,,Reservation,04/16/2023,04/28/2023,04/30/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,578.38,,17.89,,120.0,0.0,596.27,90.16,2023.0
04/26/2023,04/26/2023,Payout,,,,,,USD,,399.89,,,,,,,
04/26/2023,,Reservation,04/23/2023,04/25/2023,04/27/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,339.89,,10.51,,120.0,0.0,350.4,52.98,2023.0
04/26/2023,,Resolution Payout,,,,,,USD,60.0,,,,,,60.0,,2023.0
04/25/2023,04/25/2023,Payout,,,,,,USD,,266.4,,,,,,,
04/25/2023,,Resolution Adjustment,,04/24/2023,,,,USD,-123.38,,,,,,-123.38,,2023.0
04/25/2023,,Reservation,04/20/2023,04/24/2023,04/26/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,389.78,,12.05,,120.0,50.0,401.83,60.76,2023.0
04/22/2023,04/22/2023,Payout,,,,,,USD,,965.2,,,,,,,
04/22/2023,,Reservation,02/22/2023,04/21/2023,04/23/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,965.2,,29.85,,140.0,0.0,995.05,150.46,2023.0
04/19/2023,04/19/2023,Payout,,,,,,USD,,228.14,,,,,,,
04/19/2023,,Reservation,04/18/2023,04/18/2023,04/19/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,228.14,,7.06,,120.0,0.0,235.2,35.56,2023.0
04/15/2023,04/21/2023,Payout,,,,,,USD,,461.72,,,,,,,
04/15/2023,,Reservation,04/05/2023,04/14/2023,04/16/2023,2.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,461.72,,14.28,,100.0,0.0,476.0,71.97,2023.0
04/10/2023,04/10/2023,Payout,,,,,,USD,,315.25,,,,,,,
04/10/2023,,Reservation,04/06/2023,04/09/2023,04/10/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,315.25,,9.75,,120.0,60.0,325.0,49.14,2023.0
04/08/2023,04/08/2023,Payout,,,,,,USD,,830.51,,,,,,,
04/08/2023,,Reservation,04/05/2023,04/07/2023,04/14/2023,7.0,"NEW Idlewood, Close to NCSU, PNC Arena, Fenced",USD,830.51,,25.69,,100.0,0.0,856.2,129.46,2023.0
04/04/2023,04/04/2023,Payout,,,,,,USD,,636.59,,,,,,,
04/04/2023,,Reservation,04/01/2023,04/03/2023,04/07/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,636.59,,19.69,,135.0,0.0,656.28,99.23,2023.0
03/29/2023,03/29/2023,Payout,,,,,,USD,,521.12,,,,,,,
03/29/2023,,Reservation,03/25/2023,03/28/2023,03/31/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,521.12,,16.12,,135.0,0.0,537.24,81.23,2023.0
03/25/2023,03/25/2023,Payout,,,,,,USD,,600.82,,,,,,,
03/25/2023,,Reservation,01/31/2023,03/24/2023,03/26/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,600.82,,18.58,,140.0,0.0,619.4,93.66,2023.0
03/16/2023,03/16/2023,Payout,,,,,,USD,,941.87,,,,,,,
03/16/2023,,Reservation,02/10/2023,03/15/2023,03/19/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,941.87,,29.13,,140.0,0.0,971.0,146.82,2023.0
03/14/2023,03/14/2023,Payout,,,,,,USD,,221.16,,,,,,,
03/14/2023,,Reservation,03/12/2023,03/13/2023,03/14/2023,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,221.16,,6.84,,0.0,0.0,228.0,34.48,2023.0
03/07/2023,03/07/2023,Payout,,,,,,USD,,1071.27,,,,,,,
03/07/2023,,Reservation,02/25/2023,03/06/2023,03/11/2023,5.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1071.27,,33.13,,140.0,60.0,1104.4,166.99,2023.0
03/02/2023,03/02/2023,Payout,,,,,,USD,,449.59,,,,,,,
03/02/2023,,Reservation,02/28/2023,03/01/2023,03/03/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,449.59,,13.91,,140.0,60.0,463.5,70.08,2023.0
02/25/2023,02/25/2023,Payout,,,,,,USD,,626.99,,,,,,,
02/25/2023,,Reservation,01/14/2023,02/24/2023,02/27/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,646.99,,20.01,,140.0,0.0,667.0,100.86,2023.0
02/25/2023,,Resolution Adjustment,,02/25/2023,,,,USD,-20.0,,,,,,-20.0,,2023.0
02/21/2023,02/21/2023,Payout,,,,,,USD,,630.98,,,,,,,
02/21/2023,,Reservation,02/01/2023,02/20/2023,02/23/2023,3.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,630.98,,19.52,,140.0,60.0,650.5,98.36,2023.0
02/18/2023,02/18/2023,Payout,,,,,,USD,,590.92,,,,,,,
02/18/2023,,Reservation,01/18/2023,02/17/2023,02/19/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,590.92,,18.28,,140.0,0.0,609.2,92.12,2023.0
01/18/2023,01/18/2023,Payout,,,,,,USD,,6880.21,,,,,,,
01/18/2023,,Reservation,09/29/2022,01/17/2023,02/16/2023,30.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,6880.21,,212.79,,120.0,0.0,7093.0,1039.61,2023.0
01/14/2023,01/14/2023,Payout,,,,,,USD,,744.96,,,,,,,
01/14/2023,,Reservation,11/23/2022,01/13/2023,01/15/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,744.96,,23.04,,120.0,0.0,768.0,116.13,2023.0
01/07/2023,01/07/2023,Payout,,,,,,USD,,288.09,,,,,,,
01/07/2023,,Reservation,12/06/2022,01/06/2023,01/08/2023,2.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,288.09,,8.91,,0.0,30.0,297.0,0.0,2023.0
01/02/2023,01/02/2023,Payout,,,,,,USD,,914.71,,,,,,,
01/02/2023,,Reservation,11/06/2022,01/01/2023,01/05/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,914.71,,28.29,,120.0,0.0,943.0,142.59,2023.0
12/29/2022,12/29/2022,Payout,,,,,,USD,,1105.01,,,,,,,
12/29/2022,,Reservation,10/02/2022,12/28/2022,01/01/2023,4.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,1225.01,,37.89,,120.0,60.0,1262.9,190.96,2022.0
12/29/2022,,Resolution Adjustment,,12/28/2022,,,,USD,-120.0,,,,,,-120.0,,2022.0
12/28/2022,12/28/2022,Payout,,,,,,USD,,237.34,,,,,,,
12/28/2022,,Reservation,12/17/2022,12/27/2022,12/28/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,307.34,,9.51,,140.0,60.0,316.85,47.91,2022.0
12/28/2022,,Resolution Adjustment,,12/27/2022,,,,USD,-70.0,,,,,,-70.0,,2022.0
12/21/2022,12/21/2022,Payout,,,,,,USD,,251.23,,,,,,,
12/21/2022,,Reservation,12/06/2022,12/20/2022,12/21/2022,1.0,Treetops by ARRAY | 3 King | 7 Acre | Private Pond,USD,251.23,,7.77,,120.0,0.0,259.0,39.16,2022.0
12/15/2022,12/15/2022,Payout,,,,,,USD,,521.86,,,,,,,
